market_name,district_name,state,commodity,variety,grade,price_date,modal_price,price_lag_1,price_lag_3,price_lag_7,price_lag_14,price_lag_30,price_change_3d,price_change_7d,price_change_14d,price_change_30d,rolling_mean_7d,rolling_mean_30d,rolling_std_7d,rolling_std_30d,price_vs_ma7,price_vs_ma30,month,day_of_week,crash
Jagnair,Agra,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-08,3225.0,3250.0,1500.0,1650.0,1600.0,1250.0,1.15,0.9545454545454546,1.015625,1.58,2162.5,1889.5833333333333,835.426537763794,634.7385228771309,0.4913294797687861,0.7067254685777289,8,4,1
Munnar,Idukki,Kerala,Brinjal,Other,FAQ,2025-08-08,6000.0,6000.0,4500.0,4000.0,4500.0,4500.0,0.3333333333333332,0.5,0.3333333333333332,0.3333333333333332,5500.0,4760.0,866.0254037844386,673.6302975503536,0.0909090909090908,0.2605042016806722,8,4,1
Munnar,Idukki,Kerala,Cabbage,Other,FAQ,2025-08-08,5000.0,4500.0,4500.0,3500.0,4600.0,3000.0,0.1111111111111111,0.4285714285714286,0.0869565217391303,0.6666666666666667,4500.0,3888.8888888888887,500.0,697.2166887783959,0.1111111111111111,0.2857142857142858,8,4,1
Shahjahanpur,Shahjahanpur,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-08,4410.0,4500.0,4250.0,4110.0,3920.0,2150.0,0.0376470588235293,0.0729927007299269,0.125,1.0511627906976746,4336.0,3880.5,113.2695899171532,631.460087499811,0.0170664206642066,0.136451488210282,8,4,0
Shahganj,Jaunpur,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-08,5000.0,4450.0,5000.0,4550.0,4050.0,2160.0,0.0,0.098901098901099,0.2345679012345678,1.3148148148148149,4796.666666666667,4354.0,272.5191124795959,658.7839674654111,0.0423905489923557,0.1483693155718879,8,4,0
Shahganj,Jaunpur,Uttar Pradesh,Brinjal,Brinjal,FAQ,2025-08-08,1780.0,1750.0,1725.0,1730.0,1950.0,1540.0,0.0318840579710144,0.0289017341040462,-0.0871794871794872,0.1558441558441559,1743.3333333333333,1823.1818181818185,40.41451884327335,104.0437803287969,0.0210325047801147,-0.0236848666168038,8,4,0
Jhansi,Jhansi,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-08,3650.0,3420.0,5020.0,3250.0,2460.0,2450.0,-0.2729083665338645,0.123076923076923,0.4837398373983739,0.489795918367347,3443.333333333333,4440.0,196.0442127004348,1037.1917212678989,0.0600193610842205,-0.1779279279279279,8,4,0
Milak,Rampur,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-08,4810.0,4880.0,4975.0,4545.0,2940.0,2000.0,-0.0331658291457286,0.0583058305830583,0.6360544217687074,1.4049999999999998,4883.75,4373.333333333333,68.23672031976095,740.0860632064247,-0.0151011005886869,0.0998475609756097,8,4,0
Zira,Ferozpur,Punjab,Brinjal,Brinjal,FAQ,2025-08-09,1200.0,800.0,900.0,3300.0,1300.0,1600.0,0.3333333333333332,-0.6363636363636364,-0.0769230769230768,-0.25,1075.0,2715.3846153846152,275.3785273643053,1230.7491985549243,0.1162790697674418,-0.5580736543909348,8,5,0
Baghapurana,Moga,Punjab,Green Chilli,Green Chilly,FAQ,2025-08-09,3200.0,3500.0,3500.0,3400.0,2500.0,2000.0,-0.0857142857142857,-0.0588235294117647,0.28,0.6000000000000001,3350.0,3235.294117647059,173.2050807568875,421.2202162625047,-0.044776119402985,-0.0109090909090909,8,5,0
Nedumkandam,Idukki,Kerala,Cabbage,Other,FAQ,2025-08-09,3000.0,3000.0,3000.0,3000.0,2500.0,2500.0,0.0,0.0,0.1999999999999999,0.1999999999999999,3000.0,3000.0,0.0,0.0,0.0,0.0,8,5,0
Bhilwara,Bhilwara,Rajasthan,Garlic,Other,FAQ,2025-08-09,5500.0,5500.0,5500.0,5500.0,7000.0,8000.0,0.0,0.0,-0.2142857142857143,-0.3125,5500.0,6214.285714285715,0.0,815.037247177029,0.0,-0.1149425287356322,8,5,0
Dibiapur,Auraiya,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-09,2800.0,2800.0,2500.0,2900.0,2000.0,1700.0,0.1200000000000001,-0.0344827586206896,0.3999999999999999,0.6470588235294117,2740.0,2778.5714285714284,134.16407864998737,288.7068553942687,0.0218978102189781,0.0077120822622107,8,5,0
Malout,Muktsar,Punjab,Garlic,Garlic,FAQ,2025-08-09,7000.0,8000.0,8000.0,4400.0,6000.0,3400.0,-0.125,0.5909090909090908,0.1666666666666667,1.0588235294117645,7850.0,7900.0,597.2157622389637,810.3497187428854,-0.10828025477707,-0.1139240506329114,8,5,0
Malout,Muktsar,Punjab,Banana,Banana - Ripe,Medium,2025-08-09,2500.0,2600.0,2600.0,1500.0,1900.0,2000.0,-0.0384615384615384,0.6666666666666667,0.3157894736842106,0.25,2500.0,2109.090909090909,141.42135623730945,467.8772177709569,0.0,0.1853448275862068,8,5,0
Lashkar(F&V),Gwalior,Madhya Pradesh,Brinjal,Brinjal,FAQ,2025-08-09,1100.0,1000.0,1000.0,1000.0,1200.0,800.0,0.1,0.1,-0.0833333333333333,0.375,1020.0,1076.923076923077,44.7213595499958,217.82138059922815,0.0784313725490195,0.0214285714285713,8,5,0
Lashkar(F&V),Gwalior,Madhya Pradesh,Cabbage,Cabbage,FAQ,2025-08-09,1900.0,1700.0,1800.0,1500.0,1800.0,600.0,0.0555555555555555,0.2666666666666666,0.0555555555555555,2.1666666666666665,1800.0,1629.1666666666667,57.73502691896264,463.8957591553501,0.0555555555555555,0.166240409207161,8,5,1
Udaipur (F&V),Udaipur,Rajasthan,Cabbage,Other,FAQ,2025-08-09,1750.0,1750.0,2000.0,2000.0,2500.0,1500.0,-0.125,-0.125,-0.3,0.1666666666666667,1857.142857142857,1886.842105263158,133.63062095621217,224.1292442512885,-0.0576923076923077,-0.0725244072524406,8,5,0
Udaipur (F&V),Udaipur,Rajasthan,Brinjal,Other,FAQ,2025-08-09,1750.0,1750.0,1750.0,1750.0,2250.0,2100.0,0.0,0.0,-0.2222222222222222,-0.1666666666666666,1785.7142857142858,2250.0,94.49111825230666,634.6477588219924,-0.02,-0.2222222222222222,8,5,0
Noor Mehal,Jalandhar,Punjab,Brinjal,Other,FAQ,2025-08-09,2000.0,2000.0,2500.0,1500.0,1500.0,1400.0,-0.1999999999999999,0.3333333333333332,0.3333333333333332,0.4285714285714286,2066.6666666666665,2185.714285714286,115.47005383792512,267.2612419124245,-0.032258064516129,-0.0849673202614379,8,5,0
Jalalabad,Shahjahanpur,Uttar Pradesh,Banana,Amruthapani,Medium,2025-08-09,950.0,750.0,950.0,750.0,950.0,950.0,0.0,0.2666666666666666,0.0,0.0,870.0,845.6521739130435,109.54451150103324,102.15078369105017,0.0919540229885058,0.1233933161953726,8,5,0
Milak,Rampur,Uttar Pradesh,Brinjal,Brinjal,FAQ,2025-08-09,1535.0,1520.0,1550.0,1625.0,1775.0,1295.0,-0.0096774193548386,-0.0553846153846153,-0.1352112676056338,0.1853281853281854,1547.0,1670.8823529411766,22.24859546129476,118.2190140972128,-0.0077569489334194,-0.0813237106143285,8,5,0
Sirhind,Fatehgarh,Punjab,Cabbage,Other,FAQ,2025-08-09,1500.0,900.0,800.0,1300.0,1100.0,300.0,0.875,0.1538461538461537,0.3636363636363635,4.0,1133.3333333333333,1116.6666666666667,321.45502536643187,197.7818168053462,0.323529411764706,0.3432835820895521,8,5,1
Sirhind,Fatehgarh,Punjab,Brinjal,Other,FAQ,2025-08-09,1200.0,1500.0,1800.0,1800.0,3500.0,1500.0,-0.3333333333333333,-0.3333333333333333,-0.6571428571428571,-0.1999999999999999,1400.0,2262.5,173.20508075688772,686.9012544269614,-0.1428571428571429,-0.4696132596685083,8,5,0
Irinjalakkuda,Thirssur,Kerala,Green Chilli,Other,FAQ,2025-08-09,5000.0,4800.0,4500.0,4500.0,5000.0,4500.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,5060.0,5006.25,563.9148871948673,740.6922437828031,-0.0118577075098814,-0.0012484394506866,8,5,0
Irinjalakkuda,Thirssur,Kerala,Cabbage,Other,FAQ,2025-08-09,3500.0,4000.0,3000.0,2500.0,3000.0,2800.0,0.1666666666666667,0.3999999999999999,0.1666666666666667,0.25,3460.0,2883.333333333333,456.0701700396552,527.2012675161059,0.0115606936416186,0.2138728323699421,8,5,1
Irinjalakkuda,Thirssur,Kerala,Brinjal,Other,FAQ,2025-08-09,4000.0,4800.0,4000.0,3000.0,3000.0,4000.0,0.0,0.3333333333333332,0.3333333333333332,0.0,4160.0,3400.0,357.7708763999664,588.7840577551874,-0.0384615384615384,0.1764705882352941,8,5,1
Samana,Patiala,Punjab,Brinjal,Other,FAQ,2025-08-09,4500.0,3500.0,3000.0,3500.0,4500.0,2300.0,0.5,0.2857142857142858,0.0,0.9565217391304348,4166.666666666667,3894.7368421052633,577.3502691896259,488.164002736019,0.0799999999999998,0.1554054054054052,8,5,0
Udaipur (F&V),Udaipur,Rajasthan,Green Chilli,Other,FAQ,2025-08-09,3000.0,2750.0,3250.0,2600.0,3750.0,2000.0,-0.0769230769230768,0.1538461538461537,-0.1999999999999999,0.5,3214.285714285714,3444.736842105264,303.7464481469779,671.8330515260491,-0.0666666666666666,-0.1291061879297174,8,5,0
Gopiganj,Bhadohi(Sant Ravi Nagar),Uttar Pradesh,Banana,Amruthapani,Medium,2025-08-09,1820.0,1830.0,1820.0,1860.0,1850.0,1820.0,0.0,-0.021505376344086,-0.0162162162162161,0.0,1826.0,1931.4285714285716,5.477225575047028,297.4102505678826,-0.0032858707557502,-0.0576923076923076,8,5,0
Gopiganj,Bhadohi(Sant Ravi Nagar),Uttar Pradesh,Garlic,Desi,FAQ,2025-08-09,6400.0,6420.0,6450.0,6460.0,6500.0,6350.0,-0.0077519379844961,-0.0092879256965944,-0.0153846153846153,0.0078740157480314,6426.0,6473.095238095239,19.49358868961856,53.95544899218041,-0.0040460628695923,-0.0112921616949277,8,5,0
Kurali,Mohali,Punjab,Garlic,Other,FAQ,2025-08-09,6600.0,6250.0,6450.0,6500.0,7500.0,7350.0,0.0232558139534884,0.0153846153846153,-0.12,-0.1020408163265306,6600.0,7061.764705882353,262.2022120425379,677.4329791030791,0.0,-0.0653894210745522,8,5,0
Gopiganj,Bhadohi(Sant Ravi Nagar),Uttar Pradesh,Brinjal,Brinjal,FAQ,2025-08-09,1710.0,1730.0,1710.0,1740.0,1900.0,1530.0,0.0,-0.0172413793103448,-0.0999999999999999,0.1176470588235294,1720.0,1776.6666666666667,10.000000000003633,67.10687992548588,-0.0058139534883721,-0.0375234521575985,8,5,0
Patran,Patiala,Punjab,Garlic,Average,FAQ,2025-08-09,4350.0,4780.0,3230.0,5200.0,4380.0,5540.0,0.3467492260061919,-0.1634615384615384,-0.0068493150684931,-0.2148014440433213,4636.666666666667,4800.0,248.2606157515392,903.6799765403626,-0.0618260244428469,-0.09375,8,5,0
Alwar (F&V),Alwar,Rajasthan,Garlic,Other,FAQ,2025-08-10,8000.0,8000.0,8000.0,7500.0,7500.0,6500.0,0.0,0.0666666666666666,0.0666666666666666,0.2307692307692308,8000.0,8121.428571428572,0.0,409.837813003,0.0,-0.0149516270888302,8,6,0
Siyana,Bulandshahar,Uttar Pradesh,Garlic,Average,FAQ,2025-08-10,17500.0,17500.0,17500.0,16800.0,16800.0,15700.0,0.0,0.0416666666666667,0.0416666666666667,0.1146496815286624,17500.0,16963.157894736843,0.0,341.9072751423657,0.0,0.0316475333540178,8,6,0
Sunam,Sangrur,Punjab,Green Chilli,Other,FAQ,2025-08-10,1400.0,1600.0,1600.0,1400.0,1100.0,1200.0,-0.125,0.0,0.2727272727272727,0.1666666666666667,1480.0,1442.1052631578948,109.54451150103324,186.53504131241456,-0.054054054054054,-0.0291970802919708,8,6,0
Mansa,Mansa,Punjab,Cabbage,Cabbage,FAQ,2025-08-10,2500.0,2500.0,2500.0,2500.0,1800.0,600.0,0.0,0.0,0.3888888888888888,3.166666666666667,2500.0,2105.555555555556,0.0,373.3350840295082,0.0,0.1873350923482848,8,6,0
Kiratpur,Bijnor,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-10,2250.0,2550.0,1850.0,2450.0,1950.0,1850.0,0.2162162162162162,-0.0816326530612244,0.1538461538461537,0.2162162162162162,2300.0,2120.0,331.66247903554006,268.4612235899821,-0.0217391304347825,0.0613207547169811,8,6,0
Muskara,Hamirpur,Uttar Pradesh,Banana,Banana - Ripe,Medium,2025-08-10,2350.0,2300.0,2300.0,2550.0,2500.0,2400.0,0.0217391304347827,-0.0784313725490196,-0.06,-0.0208333333333333,2324.0,2430.0,25.099800796022283,93.80831519646902,0.0111876075731498,-0.0329218106995884,8,6,0
Muskara,Hamirpur,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-10,4300.0,4400.0,4200.0,4500.0,4250.0,2550.0,0.0238095238095237,-0.0444444444444444,0.0117647058823529,0.6862745098039216,4260.0,4288.888888888889,114.0175425099138,262.65362762500314,0.0093896713615022,0.0025906735751295,8,6,0
Muskara,Hamirpur,Uttar Pradesh,Brinjal,Round,FAQ,2025-08-10,1720.0,1700.0,1650.0,2000.0,1950.0,1350.0,0.0424242424242424,-0.14,-0.1179487179487179,0.2740740740740741,1694.0,1842.7777777777776,43.931765272977614,137.40475013433107,0.0153482880755608,-0.0666264697015375,8,6,0
Khekda,Baghpat,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-10,2500.0,3000.0,3000.0,4400.0,3000.0,1000.0,-0.1666666666666666,-0.4318181818181817,-0.1666666666666666,1.5,2775.0,3635.714285714286,262.9955639676581,687.9256923838221,-0.099099099099099,-0.31237721021611,8,6,0
Ghiraur,Mainpuri,Uttar Pradesh,Garlic,Garlic,FAQ,2025-08-10,4900.0,5000.0,4900.0,5700.0,5800.0,5800.0,0.0,-0.1403508771929824,-0.1551724137931034,-0.1551724137931034,4933.333333333333,5368.181818181818,57.73502691896271,436.0462861165659,-0.0067567567567566,-0.0872142252328534,8,6,0
Phillaur(Apra Mandi),Jalandhar,Punjab,Green Chilli,Other,FAQ,2025-08-10,3000.0,4000.0,4000.0,4000.0,2000.0,1500.0,-0.25,-0.25,0.5,1.0,3400.0,2684.2105263157896,894.4271909999159,945.9053029269148,-0.1176470588235294,0.1176470588235294,8,6,0
Bhinga,Shravasti,Uttar Pradesh,Garlic,Average,FAQ,2025-08-10,6300.0,6200.0,6250.0,6300.0,6500.0,6400.0,0.008,0.0,-0.0307692307692307,-0.015625,6266.666666666667,6388.0,40.824829049930784,108.28203913838216,0.0053191489361701,-0.0137758296806512,8,6,0
Phillaur(Apra Mandi),Jalandhar,Punjab,Brinjal,Other,FAQ,2025-08-10,3000.0,3000.0,3000.0,2500.0,3500.0,2500.0,0.0,0.1999999999999999,-0.1428571428571429,0.1999999999999999,3000.0,3142.8571428571427,0.0,280.30595529069166,0.0,-0.0454545454545454,8,6,1
Richha,Bareilly,Uttar Pradesh,Banana,Banana - Ripe,Medium,2025-08-10,545.0,585.0,575.0,575.0,585.0,565.0,-0.0521739130434782,-0.0521739130434782,-0.0683760683760683,-0.0353982300884956,570.0,581.1538461538462,21.79449471770337,22.560460078959554,-0.043859649122807,-0.0622104566512243,8,6,0
Dibiapur,Auraiya,Uttar Pradesh,Brinjal,Round/Long,FAQ,2025-08-10,1200.0,1400.0,1400.0,1300.0,1400.0,1400.0,-0.1428571428571429,-0.0769230769230768,-0.1428571428571429,-0.1428571428571429,1300.0,1310.5263157894738,89.4427190999915,114.96249070460192,-0.0769230769230768,-0.0843373493975904,8,6,0
Dibiapur,Auraiya,Uttar Pradesh,Cabbage,Cabbage,FAQ,2025-08-10,1500.0,1700.0,1600.0,1300.0,1500.0,1300.0,-0.0625,0.1538461538461537,0.0,0.1538461538461537,1550.0,1468.421052631579,83.66600265340738,166.84201302412575,-0.032258064516129,0.021505376344086,8,6,0
Banur,Mohali,Punjab,Banana,Other,Large,2025-08-10,2890.0,2890.0,2901.0,3300.0,3300.0,4000.0,-0.003791795932437,-0.1242424242424242,-0.1242424242424242,-0.2774999999999999,2940.285714285714,3004.3809523809523,114.63087758206694,220.3972495723364,-0.0171023224176464,-0.0380713878146199,8,6,0
Hoshangabad(F&V),Hoshangabad,Madhya Pradesh,Banana,Other,Medium,2025-08-11,1800.0,1770.0,1740.0,1710.0,1750.0,1710.0,0.0344827586206897,0.0526315789473683,0.0285714285714284,0.0526315789473683,1761.6666666666667,1745.8823529411766,37.638632635454,32.798403834909124,0.021759697256386,0.0309973045822102,8,0,0
Broadway market,Ernakulam,Kerala,Cabbage,Cabbage,FAQ,2025-08-11,4200.0,4000.0,4200.0,4800.0,5000.0,4200.0,0.0,-0.125,-0.16,0.0,4150.0,4500.0,99.99999999999991,325.13733362116244,0.0120481927710842,-0.0666666666666666,8,0,0
Jamnagar,Jamnagar,Gujarat,Garlic,Other,FAQ,2025-08-11,3650.0,4250.0,3650.0,4050.0,3725.0,3900.0,0.0,-0.0987654320987654,-0.0201342281879194,-0.0641025641025641,3710.0,3678.571428571429,357.7708763999663,256.33056225003673,-0.0161725067385444,-0.0077669902912621,8,0,0
Broadway market,Ernakulam,Kerala,Green Chilli,Green Chilly,FAQ,2025-08-11,8200.0,8200.0,8200.0,8200.0,8200.0,6500.0,0.0,0.0,0.0,0.2615384615384615,8200.0,8172.222222222223,0.0,775.9666120437034,0.0,0.0033990482664854,8,0,0
Jamanian,Ghazipur,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-11,1250.0,1250.0,1250.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,0.0,1250.0,1250.0,0.0,0.0,0.0,0.0,8,0,0
Broadway market,Ernakulam,Kerala,Brinjal,Arkasheela Mattigulla,FAQ,2025-08-11,6000.0,6200.0,6200.0,5000.0,5400.0,5200.0,-0.032258064516129,0.1999999999999999,0.1111111111111111,0.1538461538461537,6060.0,5352.631578947368,219.08902300206617,582.4931292419071,-0.0099009900990099,0.1209439528023599,8,0,0
Jasra,Prayagraj,Uttar Pradesh,Garlic,Garlic,FAQ,2025-08-11,6580.0,6550.0,6450.0,6610.0,6520.0,6060.0,0.0201550387596898,-0.0045385779122542,0.00920245398773,0.0858085808580857,6524.0,6533.666666666667,64.26507605223854,47.52693471926028,0.0085836909871244,0.0070914749247485,8,0,0
Phagwara,kapurthala,Punjab,Brinjal,Other,FAQ,2025-08-11,1749.0,2219.0,1900.0,2093.0,3150.0,1200.0,-0.0794736842105263,-0.164357381748686,-0.4447619047619048,0.4575,1917.0,2310.222222222222,210.87595089688787,632.2377210731062,-0.0876369327073552,-0.242929973066564,8,0,1
Hoshangabad(F&V),Hoshangabad,Madhya Pradesh,Garlic,Garlic,FAQ,2025-08-11,7250.0,7250.0,7220.0,7200.0,7360.0,7340.0,0.0041551246537396,0.0069444444444444,-0.014945652173913,-0.0122615803814714,7228.333333333333,7289.5,21.36976056643339,83.38086363828354,0.0029974636845746,-0.0054187530008916,8,0,0
Balarampuram,Thiruvananthapuram,Kerala,Cabbage,Cabbage,FAQ,2025-08-11,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0,8,0,0
Wazirganj,Badaun,Uttar Pradesh,Garlic,Garlic,FAQ,2025-08-11,6450.0,6450.0,6475.0,6500.0,6450.0,6450.0,-0.0038610038610038,-0.0076923076923076,0.0,0.0,6456.25,6459.210526315789,12.5,22.377019331274884,-0.0009680542110358,-0.0014259523324505,8,0,0
Balarampuram,Thiruvananthapuram,Kerala,Brinjal,Arkasheela Mattigulla,FAQ,2025-08-11,6000.0,6000.0,6000.0,5000.0,6000.0,6000.0,0.0,0.1999999999999999,0.0,0.0,6000.0,5947.368421052632,0.0,229.4157338705618,0.0,0.0088495575221239,8,0,0
Kalanaur,Gurdaspur,Punjab,Green Chilli,Green Chilly,FAQ,2025-08-11,4000.0,3500.0,4500.0,5000.0,4000.0,4000.0,-0.1111111111111111,-0.1999999999999999,0.0,0.0,4000.0,4210.714285714285,500.0000000000007,466.141995306528,0.0,-0.0500424088210347,8,0,0
Balarampuram,Thiruvananthapuram,Kerala,Green Chilli,Green Chilly,FAQ,2025-08-11,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,0.0,0.0,0.0,0.0,8000.0,8052.631578947368,0.0,229.41573387056937,0.0,-0.0065359477124182,8,0,0
Robertsganj,Sonbhadra,Uttar Pradesh,Brinjal,Brinjal,FAQ,2025-08-11,1760.0,1725.0,1725.0,1680.0,1980.0,1570.0,0.0202898550724637,0.0476190476190476,-0.1111111111111111,0.1210191082802547,1726.0,1759.1666666666667,20.43281674170255,108.5043243644968,0.0196987253765932,0.0004737091425863,8,0,0
Robertsganj,Sonbhadra,Uttar Pradesh,Garlic,Garlic,FAQ,2025-08-11,6530.0,6460.0,6485.0,6460.0,6475.0,6550.0,0.0069390902081727,0.0108359133126934,0.0084942084942085,-0.0030534351145038,6478.0,6468.75,32.51922508314326,44.28784306054231,0.0080271688792836,0.0094685990338163,8,0,0
Bhawanigarh,Sangrur,Punjab,Garlic,Other,FAQ,2025-08-11,8250.0,8000.0,9000.0,8500.0,9000.0,8500.0,-0.0833333333333333,-0.0294117647058823,-0.0833333333333333,-0.0294117647058823,8458.333333333334,8254.347826086956,430.600356092131,732.6652844045014,-0.0246305418719212,-0.0005267316302343,8,0,0
Wadakkanchery,Thirssur,Kerala,Brinjal,Brinjal,FAQ,2025-08-11,4000.0,3500.0,4000.0,4000.0,3500.0,3200.0,0.0,0.0,0.1428571428571428,0.25,3785.714285714286,3720.0,267.2612419124244,253.31140255950783,0.0566037735849056,0.075268817204301,8,0,0
Jalalabad,Shahjahanpur,Uttar Pradesh,Brinjal,Round/Long,FAQ,2025-08-11,350.0,750.0,750.0,750.0,750.0,550.0,-0.5333333333333333,-0.5333333333333333,-0.5333333333333333,-0.3636363636363636,650.0,720.4347826086956,200.0,87.41116325990981,-0.4615384615384615,-0.5141822570911285,8,0,0
Wadakkanchery,Thirssur,Kerala,Green Chilli,Green Chilly,FAQ,2025-08-11,8500.0,8500.0,8500.0,8000.0,7500.0,6500.0,0.0,0.0625,0.1333333333333333,0.3076923076923077,8416.666666666666,8190.476190476191,204.12414523193144,402.37390808144255,0.0099009900990099,0.0377906976744184,8,0,0
Balurghat,Dakshin Dinajpur,West Bengal,Brinjal,Round/Long,FAQ,2025-08-11,3900.0,3900.0,4000.0,3200.0,3600.0,2450.0,-0.025,0.21875,0.0833333333333332,0.5918367346938775,3950.0,3390.0,57.73502691896252,321.01811721294695,-0.0126582278481012,0.1504424778761062,8,0,0
Bhadara,Hanumangarh,Rajasthan,Garlic,Average,FAQ,2025-08-11,7000.0,7000.0,6500.0,8000.0,6000.0,8000.0,0.0769230769230768,-0.125,0.1666666666666667,-0.125,6714.285714285715,6734.375,393.3978962347213,679.8820363366985,0.0425531914893615,0.0394431554524361,8,0,0
Balurghat,Dakshin Dinajpur,West Bengal,Green Chilli,Other,FAQ,2025-08-11,6700.0,6700.0,6800.0,6000.0,5700.0,1450.0,-0.0147058823529411,0.1166666666666667,0.1754385964912281,3.6206896551724137,6725.0,6247.619047619048,49.99999999999992,926.6169907890952,-0.0037174721189591,0.0724085365853659,8,0,0
Bharuasumerpur,Hamirpur,Uttar Pradesh,Banana,Banana - Ripe,Medium,2025-08-11,2275.0,2250.0,2400.0,2400.0,2675.0,2615.0,-0.0520833333333333,-0.0520833333333333,-0.1495327102803738,-0.1300191204588909,2325.0,2471.1111111111118,73.5980072193986,109.10808935820708,-0.021505376344086,-0.079361510791367,8,0,0
Wadakkanchery,Thirssur,Kerala,Cabbage,Cabbage,FAQ,2025-08-11,3000.0,3500.0,3500.0,3500.0,3500.0,3500.0,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,-0.1428571428571429,3428.5714285714284,3511.764705882353,188.9822365046136,228.8076510444245,-0.125,-0.1457286432160804,8,0,0
Rajkot,Rajkot,Gujarat,Garlic,Garlic,FAQ,2025-08-11,2675.0,2750.0,3075.0,3260.0,3500.0,3930.0,-0.1300813008130081,-0.1794478527607361,-0.2357142857142857,-0.3193384223918575,2941.0,3598.958333333333,213.81651012023084,548.6722692622335,-0.0904454267256035,-0.2567293777134588,8,0,0
Jabalpur(F&V),Jabalpur,Madhya Pradesh,Garlic,Desi,FAQ,2025-08-11,4000.0,3300.0,3000.0,2800.0,3000.0,2800.0,0.3333333333333332,0.4285714285714286,0.3333333333333332,0.4285714285714286,3400.0,3211.1111111111118,334.6640106136301,280.5223885138517,0.1764705882352941,0.245674740484429,8,0,1
Pothencode,Thiruvananthapuram,Kerala,Green Chilli,Green Chilly,FAQ,2025-08-11,4000.0,4000.0,4000.0,4000.0,4500.0,4000.0,0.0,0.0,-0.1111111111111111,0.0,4000.0,4166.666666666667,0.0,240.77170617153763,0.0,-0.04,8,0,0
Pothencode,Thiruvananthapuram,Kerala,Brinjal,Brinjal,FAQ,2025-08-11,4500.0,4500.0,4500.0,4200.0,4500.0,4800.0,0.0,0.0714285714285714,0.0,-0.0625,4440.0,4525.0,134.16407864998743,196.15876444748957,0.0135135135135135,-0.005524861878453,8,0,0
Fatehpur Sikri,Agra,Uttar Pradesh,Banana,Banana - Ripe,Medium,2025-08-11,2560.0,2500.0,2740.0,2500.0,2580.0,2550.0,-0.0656934306569343,0.024,-0.0077519379844961,0.0039215686274509,2536.6666666666665,2560.0,32.14550253664323,65.63301233138968,0.0091984231274639,0.0,8,0,0
Awagarh,Etah,Uttar Pradesh,Green Chilli,Green Chilly,FAQ,2025-08-11,4200.0,3300.0,3200.0,1600.0,1600.0,1600.0,0.3125,1.625,1.625,1.625,3487.5,2400.0,476.75115801292674,919.7486069573566,0.2043010752688172,0.75,8,0,0
Pothencode,Thiruvananthapuram,Kerala,Cabbage,Cabbage,FAQ,2025-08-11,4000.0,4000.0,4000.0,4000.0,4500.0,4500.0,0.0,0.0,-0.1111111111111111,-0.1111111111111111,4000.0,4250.0,0.0,255.3769592276253,0.0,-0.0588235294117647,8,0,0
Awagarh,Etah,Uttar Pradesh,Brinjal,Round/Long,FAQ,2025-08-11,1000.0,1400.0,1200.0,1300.0,1250.0,1100.0,-0.1666666666666666,-0.2307692307692307,-0.1999999999999999,-0.0909090909090909,1212.5,1257.5,165.20189667999173,78.26237921249292,-0.1752577319587629,-0.2047713717693836,8,0,0
Sangrur,Sangrur,Punjab,Garlic,Garlic,FAQ,2025-08-11,4000.0,5000.0,5500.0,4500.0,4000.0,22000.0,-0.2727272727272727,-0.1111111111111111,0.0,-0.8181818181818181,4750.0,4790.909090909091,645.4972243679028,425.3340932832577,-0.1578947368421053,-0.1650853889943074,8,0,0
Banur,Mohali,Punjab,Green Chilli,Other,FAQ,2025-08-11,2890.0,2890.0,3200.0,2900.0,3300.0,1200.0,-0.096875,-0.0034482758620689,-0.1242424242424242,1.4083333333333332,2938.8571428571427,3019.1,115.277098869678,235.8306484256115,-0.0166245382072719,-0.0427610877413798,8,0,0
Jagnair,Agra,Uttar Pradesh,Cabbage,Cabbage,FAQ,2025-08-11,1450.0,1450.0,1450.0,1200.0,950.0,1050.0,0.0,0.2083333333333332,0.5263157894736843,0.3809523809523809,1460.0,1111.904761904762,22.360679775003103,454.12133893507774,-0.0068493150684931,0.3040685224839401,8,0,0
Bhopal(F&V),Bhopal,Madhya Pradesh,Cabbage,Other,FAQ,2025-08-11,1000.0,700.0,1200.0,900.0,1200.0,1000.0,-0.1666666666666666,0.1111111111111111,-0.1666666666666666,0.0,975.0,1077.2727272727273,206.155281280883,141.19158946291725,0.0256410256410255,-0.0717299578059071,8,0,0
